shift_over_Lp,shift_physical_m,fit_error,objective_method
0.15299999999999997,0.03851761176602999,0.04029917579292922,robust_weighted
0.15399999999999997,0.038769360862539994,0.04070446808313827,robust_weighted
0.15499999999999997,0.03902110995904999,0.041107252031496365,robust_weighted
0.15599999999999997,0.039272859055559994,0.04150599507656299,robust_weighted
0.15699999999999997,0.03952460815206999,0.04190003227026737,robust_weighted
0.15799999999999997,0.039776357248579995,0.042290273703358056,robust_weighted
0.15899999999999997,0.04002810634508999,0.04267722437064652,robust_weighted
0.15999999999999998,0.040279855441599996,0.04306004500297464,robust_weighted
0.16099999999999998,0.04053160453810999,0.043437704851954154,robust_weighted
0.16199999999999998,0.04078335363461999,0.04380961297192589,robust_weighted
0.16299999999999998,0.041035102731129994,0.04417535726468721,robust_weighted
0.16399999999999998,0.04128685182763999,0.04453481965467896,robust_weighted
0.16499999999999998,0.041538600924149995,0.0448877270525965,robust_weighted
0.16599999999999998,0.04179035002065999,0.04523385657392744,robust_weighted
0.16699999999999998,0.042042099117169995,0.045573062746418445,robust_weighted
0.16799999999999998,0.04229384821367999,0.045905323028768784,robust_weighted
0.16899999999999998,0.042545597310189996,0.04623093023189884,robust_weighted
0.16999999999999998,0.04279734640669999,0.04655046090165222,robust_weighted
0.17099999999999999,0.04304909550321,0.04686457340674104,robust_weighted
0.172,0.043300844599719994,0.047173656220153286,robust_weighted
0.173,0.04355259369623,0.047477079770059195,robust_weighted
0.174,0.043804342792739995,0.04777407492327766,robust_weighted
0.175,0.04405609188925,0.04806443187383798,robust_weighted
0.176,0.044307840985759996,0.048348170022393507,robust_weighted
0.177,0.04455959008227,0.04862557981989513,robust_weighted
0.178,0.044811339178779996,0.048896759583675925,robust_weighted
0.179,0.04506308827528999,0.04916189819118011,robust_weighted
0.18,0.0453148373718,0.049421381708952106,robust_weighted
0.181,0.045566586468309994,0.0496754193060297,robust_weighted
0.182,0.04581833556482,0.04992431310046404,robust_weighted
0.183,0.046070084661329995,0.05016759594500606,robust_weighted
0.184,0.04632183375784,0.0504048959390162,robust_weighted
0.185,0.046573582854349996,0.050636327645908,robust_weighted
0.186,0.04682533195086,0.05086256948729098,robust_weighted
0.187,0.04707708104737,0.05108498074790172,robust_weighted
0.188,0.04732883014388,0.051305167649730456,robust_weighted
0.189,0.04758057924039,0.051523811661568136,robust_weighted
0.19,0.0478323283369,0.051740348916987255,robust_weighted
0.191,0.04808407743341,0.05195372749547235,robust_weighted
0.192,0.04833582652992,0.05216347293486262,robust_weighted
0.193,0.04858757562643,0.052370230734809835,robust_weighted
0.194,0.04883932472294,0.052575068864931476,robust_weighted
0.195,0.04909107381945,0.052778743199064754,robust_weighted
0.196,0.049342822915960004,0.052981432656342156,robust_weighted
0.197,0.04959457201247,0.053182790934854535,robust_weighted
0.198,0.04984632110898,0.05338199382233323,robust_weighted
0.199,0.05009807020549,0.05357876418024896,robust_weighted
0.2,0.050349819302,0.053773710971578695,robust_weighted
